__UUID4__;44e53045-3338-4a42-acb8-a38a5817b84b
__CREATED-ON__;2021-01-13 13:38:54.295762
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
EVENT;2021-01-13 13:57:35.643884;2.9377;;95;Port1Out
EVENT;2021-01-13 13:57:35.703724;2.9985;;94;Port1In
EVENT;2021-01-13 13:57:35.780519;3.0749;;95;Port1Out
EVENT;2021-01-13 13:57:35.847340;3.1407000000000003;;94;Port1In
EVENT;2021-01-13 13:57:35.925132;3.2190000000000003;;95;Port1Out
EVENT;2021-01-13 13:57:35.986966;3.2815000000000003;;94;Port1In
EVENT;2021-01-13 13:57:36.078721;3.3727;;95;Port1Out
EVENT;2021-01-13 13:57:36.148535;3.4434;;94;Port1In
EVENT;2021-01-13 13:57:36.231313;3.5252000000000003;;95;Port1Out
EVENT;2021-01-13 13:57:36.298164;3.5925000000000002;;94;Port1In
EVENT;2021-01-13 13:57:36.376954;3.6708000000000003;;95;Port1Out
EVENT;2021-01-13 13:57:36.443745;3.7381;;94;Port1In
EVENT;2021-01-13 13:57:36.532508;3.8275;;95;Port1Out
EVENT;2021-01-13 13:57:36.602321;3.8965;;94;Port1In
EVENT;2021-01-13 13:57:36.681110;3.9748;;95;Port1Out
EVENT;2021-01-13 13:57:36.750924;4.0453;;94;Port1In
EVENT;2021-01-13 13:57:36.838688;4.1327;;95;Port1Out
EVENT;2021-01-13 13:57:36.900524;4.1952;;94;Port1In
EVENT;2021-01-13 13:57:36.994273;4.2882;;95;Port1Out
EVENT;2021-01-13 13:57:37.048129;4.3425;;94;Port1In
EVENT;2021-01-13 13:57:37.153846;4.4485;;95;Port1Out
EVENT;2021-01-13 13:57:37.223660;4.5177000000000005;;94;Port1In
EVENT;2021-01-13 13:57:52.706254;20.0;;158;Tup
TRANSITION;2021-01-13 13:57:52.706254;20.0;;trial_start;
SOFTCODE;2021-01-13 13:57:52.706254;;;1;
EVENT;2021-01-13 13:57:53.130552;20.4252;;90;BNC1High
EVENT;2021-01-13 13:57:53.141392;20.4347;;91;BNC1Low
EVENT;2021-01-13 13:57:53.141392;20.434900000000003;;90;BNC1High
EVENT;2021-01-13 13:57:53.141392;20.435000000000002;;91;BNC1Low
EVENT;2021-01-13 13:57:53.344452;20.6387;;95;Port1Out
EVENT;2021-01-13 13:57:53.375375;20.6686;;94;Port1In
TRANSITION;2021-01-13 13:57:53.375375;20.6686;;open_valve;
EVENT;2021-01-13 13:57:53.424565;20.718600000000002;;158;Tup
END-TRIAL;2021-01-13 13:57:53.425562;;;The trial ended;
INFO;2021-01-13 13:57:53.425562;1118.291778;1139.010381;TRIAL-BPOD-TIME;20.71860300000003
STATE;2021-01-13 13:57:53.425562;0;20.0;ITI;20.0
STATE;2021-01-13 13:57:53.425562;20.0;20.6686;trial_start;0.6686000000000014
STATE;2021-01-13 13:57:53.425562;20.6686;20.718600000000002;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:57:53.428554;;;New trial;
EVENT;2021-01-13 13:57:53.470617;0.0376;;95;Port1Out
EVENT;2021-01-13 13:57:53.542425;0.1096;;94;Port1In
EVENT;2021-01-13 13:57:53.612320;0.17850000000000002;;95;Port1Out
EVENT;2021-01-13 13:57:53.660565;0.2278;;94;Port1In
EVENT;2021-01-13 13:57:53.762308;0.3281;;95;Port1Out
EVENT;2021-01-13 13:57:53.788241;0.3548;;94;Port1In
EVENT;2021-01-13 13:57:53.896185;0.4622;;95;Port1Out
EVENT;2021-01-13 13:57:53.934949;0.5013000000000001;;94;Port1In
EVENT;2021-01-13 13:57:54.034524;0.6014;;95;Port1Out
EVENT;2021-01-13 13:57:54.073421;0.6399;;94;Port1In
EVENT;2021-01-13 13:57:54.144234;0.7104;;95;Port1Out
EVENT;2021-01-13 13:57:54.204413;0.7702;;94;Port1In
EVENT;2021-01-13 13:57:54.278216;0.8442000000000001;;95;Port1Out
EVENT;2021-01-13 13:57:54.336079;0.9026000000000001;;94;Port1In
EVENT;2021-01-13 13:57:54.409777;0.9768;;95;Port1Out
EVENT;2021-01-13 13:57:54.475447;1.0426;;94;Port1In
EVENT;2021-01-13 13:57:54.552271;1.1186;;95;Port1Out
EVENT;2021-01-13 13:57:54.615075;1.1815;;94;Port1In
EVENT;2021-01-13 13:57:54.692867;1.2595;;95;Port1Out
EVENT;2021-01-13 13:57:54.763676;1.3308;;94;Port1In
EVENT;2021-01-13 13:57:54.857425;1.4237;;95;Port1Out
EVENT;2021-01-13 13:57:54.915271;1.4814;;94;Port1In
EVENT;2021-01-13 13:57:54.993063;1.5598;;95;Port1Out
EVENT;2021-01-13 13:57:55.056892;1.6239000000000001;;94;Port1In
EVENT;2021-01-13 13:57:55.131692;1.6987;;95;Port1Out
EVENT;2021-01-13 13:57:55.200508;1.7678;;94;Port1In
EVENT;2021-01-13 13:57:55.285282;1.8517000000000001;;95;Port1Out
EVENT;2021-01-13 13:57:55.340135;1.9061000000000001;;94;Port1In
EVENT;2021-01-13 13:57:55.419921;1.9862000000000002;;95;Port1Out
EVENT;2021-01-13 13:57:55.483750;2.0505;;94;Port1In
EVENT;2021-01-13 13:57:55.560545;2.1269;;95;Port1Out
EVENT;2021-01-13 13:57:55.630358;2.1959;;94;Port1In
EVENT;2021-01-13 13:57:55.708150;2.2743;;95;Port1Out
EVENT;2021-01-13 13:57:55.765996;2.3320000000000003;;94;Port1In
EVENT;2021-01-13 13:57:55.850770;2.4176;;95;Port1Out
EVENT;2021-01-13 13:57:55.940530;2.5075000000000003;;94;Port1In
EVENT;2021-01-13 13:57:56.036273;2.6022000000000003;;95;Port1Out
EVENT;2021-01-13 13:57:56.105089;2.6712000000000002;;94;Port1In
EVENT;2021-01-13 13:57:56.187868;2.7548;;95;Port1Out
EVENT;2021-01-13 13:57:56.247707;2.8139000000000003;;94;Port1In
EVENT;2021-01-13 13:57:56.332480;2.8993;;95;Port1Out
EVENT;2021-01-13 13:57:56.392320;2.9584;;94;Port1In
EVENT;2021-01-13 13:57:56.476096;3.0421;;95;Port1Out
EVENT;2021-01-13 13:57:56.532944;3.0997000000000003;;94;Port1In
EVENT;2021-01-13 13:57:56.620710;3.1871;;95;Port1Out
EVENT;2021-01-13 13:57:56.682544;3.2497000000000003;;94;Port1In
EVENT;2021-01-13 13:57:56.765323;3.3315;;95;Port1Out
EVENT;2021-01-13 13:57:56.832144;3.3988;;94;Port1In
EVENT;2021-01-13 13:57:56.924897;3.4916;;95;Port1Out
EVENT;2021-01-13 13:57:56.990720;3.5572000000000004;;94;Port1In
EVENT;2021-01-13 13:57:57.076491;3.6429;;95;Port1Out
EVENT;2021-01-13 13:57:57.134336;3.7005000000000003;;94;Port1In
EVENT;2021-01-13 13:57:57.240053;3.8064;;95;Port1Out
EVENT;2021-01-13 13:57:57.295906;3.8625000000000003;;94;Port1In
EVENT;2021-01-13 13:57:57.432538;3.9995000000000003;;95;Port1Out
EVENT;2021-01-13 13:57:57.492379;4.0587;;94;Port1In
EVENT;2021-01-13 13:58:13.433745;20.0;;158;Tup
TRANSITION;2021-01-13 13:58:13.433745;20.0;;trial_start;
SOFTCODE;2021-01-13 13:58:13.433745;;;1;
EVENT;2021-01-13 13:58:13.847638;20.4141;;90;BNC1High
EVENT;2021-01-13 13:58:13.857612;20.4238;;91;BNC1Low
EVENT;2021-01-13 13:58:13.858609;20.4239;;90;BNC1High
EVENT;2021-01-13 13:58:13.858609;20.424;;91;BNC1Low
EVENT;2021-01-13 13:58:14.035137;20.6009;;95;Port1Out
EVENT;2021-01-13 13:58:14.070043;20.6359;;94;Port1In
TRANSITION;2021-01-13 13:58:14.070043;20.6359;;open_valve;
EVENT;2021-01-13 13:58:14.119910;20.6859;;158;Tup
END-TRIAL;2021-01-13 13:58:14.119910;;;The trial ended;
INFO;2021-01-13 13:58:14.119910;1139.019278;1159.705181;TRIAL-BPOD-TIME;20.685903000000053
STATE;2021-01-13 13:58:14.119910;0;20.0;ITI;20.0
STATE;2021-01-13 13:58:14.119910;20.0;20.6359;trial_start;0.6358999999999995
STATE;2021-01-13 13:58:14.119910;20.6359;20.6859;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:58:14.121905;;;New trial;
EVENT;2021-01-13 13:58:14.160803;0.0333;;95;Port1Out
EVENT;2021-01-13 13:58:14.245574;0.1183;;94;Port1In
EVENT;2021-01-13 13:58:14.476985;0.34940000000000004;;95;Port1Out
EVENT;2021-01-13 13:58:14.527819;0.40040000000000003;;94;Port1In
EVENT;2021-01-13 13:58:14.633537;0.5063;;95;Port1Out
EVENT;2021-01-13 13:58:14.659467;0.5329;;94;Port1In
EVENT;2021-01-13 13:58:14.768176;0.6407;;95;Port1Out
EVENT;2021-01-13 13:58:14.805088;0.6773;;94;Port1In
EVENT;2021-01-13 13:58:14.907277;0.7796000000000001;;95;Port1Out
EVENT;2021-01-13 13:58:14.950239;0.8226;;94;Port1In
EVENT;2021-01-13 13:58:15.025064;0.8971;;95;Port1Out
EVENT;2021-01-13 13:58:15.092890;0.9659000000000001;;94;Port1In
EVENT;2021-01-13 13:58:15.169688;1.0423;;95;Port1Out
EVENT;2021-01-13 13:58:15.236509;1.1098000000000001;;94;Port1In
EVENT;2021-01-13 13:58:15.319288;1.1919;;95;Port1Out
EVENT;2021-01-13 13:58:15.379128;1.2511;;94;Port1In
EVENT;2021-01-13 13:58:15.456919;1.3293000000000001;;95;Port1Out
EVENT;2021-01-13 13:58:15.517757;1.3902;;94;Port1In
EVENT;2021-01-13 13:58:15.599539;1.4721;;95;Port1Out
EVENT;2021-01-13 13:58:15.673341;1.5459;;94;Port1In
EVENT;2021-01-13 13:58:15.763101;1.6354000000000002;;95;Port1Out
EVENT;2021-01-13 13:58:15.824936;1.6979000000000002;;94;Port1In
EVENT;2021-01-13 13:58:15.907714;1.7801;;95;Port1Out
EVENT;2021-01-13 13:58:15.969549;1.8427;;94;Port1In
EVENT;2021-01-13 13:58:16.047340;1.9192;;95;Port1Out
EVENT;2021-01-13 13:58:16.116156;1.9883000000000002;;94;Port1In
EVENT;2021-01-13 13:58:16.193949;2.0667;;95;Port1Out
EVENT;2021-01-13 13:58:16.238828;2.1114;;94;Port1In
EVENT;2021-01-13 13:58:16.314626;2.1879;;95;Port1Out
EVENT;2021-01-13 13:58:16.380450;2.2521;;94;Port1In
EVENT;2021-01-13 13:58:16.454253;2.3267;;95;Port1Out
EVENT;2021-01-13 13:58:16.515119;2.3876;;94;Port1In
EVENT;2021-01-13 13:58:16.600860;2.4734000000000003;;95;Port1Out
EVENT;2021-01-13 13:58:16.661697;2.5342000000000002;;94;Port1In
EVENT;2021-01-13 13:58:16.750460;2.6235;;95;Port1Out
EVENT;2021-01-13 13:58:16.814290;2.6861;;94;Port1In
EVENT;2021-01-13 13:58:16.899063;2.7717;;95;Port1Out
EVENT;2021-01-13 13:58:16.958903;2.8311;;94;Port1In
EVENT;2021-01-13 13:58:17.055644;2.928;;95;Port1Out
EVENT;2021-01-13 13:58:17.116482;2.9890000000000003;;94;Port1In
EVENT;2021-01-13 13:58:17.223197;3.095;;95;Port1Out
EVENT;2021-01-13 13:58:17.287055;3.1592000000000002;;94;Port1In
EVENT;2021-01-13 13:58:17.377782;3.2506;;95;Port1Out
EVENT;2021-01-13 13:58:17.435628;3.3084000000000002;;94;Port1In
EVENT;2021-01-13 13:58:17.555308;3.4272;;95;Port1Out
EVENT;2021-01-13 13:58:17.606172;3.4785000000000004;;94;Port1In
EVENT;2021-01-13 13:58:54.127500;40.0;;158;Tup
TRANSITION;2021-01-13 13:58:54.127500;40.0;;trial_start;
SOFTCODE;2021-01-13 13:58:54.128497;;;1;
EVENT;2021-01-13 13:58:54.546136;40.418400000000005;;90;BNC1High
EVENT;2021-01-13 13:58:54.556113;40.4279;;91;BNC1Low
EVENT;2021-01-13 13:58:54.556113;40.4281;;90;BNC1High
EVENT;2021-01-13 13:58:54.556113;40.428200000000004;;91;BNC1Low
EVENT;2021-01-13 13:58:54.773699;40.645700000000005;;95;Port1Out
EVENT;2021-01-13 13:58:54.820127;40.691900000000004;;94;Port1In
TRANSITION;2021-01-13 13:58:54.820127;40.691900000000004;;open_valve;
EVENT;2021-01-13 13:58:54.869776;40.7419;;158;Tup
END-TRIAL;2021-01-13 13:58:54.869776;;;The trial ended;
INFO;2021-01-13 13:58:54.870773;1159.712878;1200.454781;TRIAL-BPOD-TIME;40.741902999999866
STATE;2021-01-13 13:58:54.870773;0;40.0;ITI;40.0
STATE;2021-01-13 13:58:54.870773;40.0;40.691900000000004;trial_start;0.691900000000004
STATE;2021-01-13 13:58:54.870773;40.691900000000004;40.7419;open_valve;0.04999999999999716
TRIAL;2021-01-13 13:58:54.872768;;;New trial;
EVENT;2021-01-13 13:58:54.925626;0.0483;;95;Port1Out
EVENT;2021-01-13 13:58:54.992768;0.11570000000000001;;94;Port1In
EVENT;2021-01-13 13:58:55.096745;0.21980000000000002;;95;Port1Out
EVENT;2021-01-13 13:58:55.120681;0.2434;;94;Port1In
EVENT;2021-01-13 13:58:55.232714;0.35500000000000004;;95;Port1Out
EVENT;2021-01-13 13:58:55.257647;0.3803;;94;Port1In
EVENT;2021-01-13 13:58:55.365630;0.48810000000000003;;95;Port1Out
EVENT;2021-01-13 13:58:55.390886;0.5134000000000001;;94;Port1In
EVENT;2021-01-13 13:58:55.487627;0.6103000000000001;;95;Port1Out
EVENT;2021-01-13 13:58:55.541107;0.6629;;94;Port1In
EVENT;2021-01-13 13:58:55.651811;0.7742;;95;Port1Out
EVENT;2021-01-13 13:58:55.691704;0.8140000000000001;;94;Port1In
EVENT;2021-01-13 13:58:55.762514;0.885;;95;Port1Out
EVENT;2021-01-13 13:58:55.827395;0.9493;;94;Port1In
EVENT;2021-01-13 13:58:55.923648;1.0461;;95;Port1Out
EVENT;2021-01-13 13:58:55.966534;1.0893000000000002;;94;Port1In
EVENT;2021-01-13 13:58:56.042331;1.1640000000000001;;95;Port1Out
EVENT;2021-01-13 13:58:56.094192;1.2168;;94;Port1In
EVENT;2021-01-13 13:58:56.170987;1.2933000000000001;;95;Port1Out
EVENT;2021-01-13 13:58:56.232822;1.3557000000000001;;94;Port1In
EVENT;2021-01-13 13:58:56.325573;1.4488;;95;Port1Out
EVENT;2021-01-13 13:58:56.381425;1.5047000000000001;;94;Port1In
EVENT;2021-01-13 13:58:56.461212;1.5830000000000002;;95;Port1Out
EVENT;2021-01-13 13:58:56.526037;1.6487;;94;Port1In
EVENT;2021-01-13 13:58:56.604826;1.727;;95;Port1Out
EVENT;2021-01-13 13:58:56.666662;1.7893000000000001;;94;Port1In
EVENT;2021-01-13 13:58:56.746448;1.8695000000000002;;95;Port1Out
EVENT;2021-01-13 13:58:56.810277;1.9319000000000002;;94;Port1In
EVENT;2021-01-13 13:58:56.906021;2.0286;;95;Port1Out
EVENT;2021-01-13 13:58:56.968884;2.091;;94;Port1In
EVENT;2021-01-13 13:58:57.051633;2.1748000000000003;;95;Port1Out
EVENT;2021-01-13 13:58:57.106485;2.2291000000000003;;94;Port1In
EVENT;2021-01-13 13:58:57.187269;2.3091;;95;Port1Out
EVENT;2021-01-13 13:58:57.252096;2.3748;;94;Port1In
EVENT;2021-01-13 13:58:57.332879;2.455;;95;Port1Out
EVENT;2021-01-13 13:58:57.389727;2.5125;;94;Port1In
EVENT;2021-01-13 13:58:57.467520;2.5908;;95;Port1Out
EVENT;2021-01-13 13:58:57.537332;2.6596;;94;Port1In
EVENT;2021-01-13 13:58:57.623103;2.7452;;95;Port1Out
EVENT;2021-01-13 13:58:57.704884;2.8271;;94;Port1In
EVENT;2021-01-13 13:58:57.824565;2.9476;;95;Port1Out
EVENT;2021-01-13 13:58:57.883407;3.0053;;94;Port1In
EVENT;2021-01-13 13:58:57.976159;3.0983;;95;Port1Out
EVENT;2021-01-13 13:58:58.037995;3.1608;;94;Port1In
EVENT;2021-01-13 13:58:58.130745;3.2537000000000003;;95;Port1Out
EVENT;2021-01-13 13:58:58.190586;3.313;;94;Port1In
EVENT;2021-01-13 13:58:58.315252;3.4373;;95;Port1Out
EVENT;2021-01-13 13:58:58.347167;3.4690000000000003;;94;Port1In
EVENT;2021-01-13 13:58:58.663321;3.7851000000000004;;95;Port1Out
EVENT;2021-01-13 13:58:58.717177;3.8396000000000003;;94;Port1In
EVENT;2021-01-13 13:59:14.877958;20.0;;158;Tup
TRANSITION;2021-01-13 13:59:14.877958;20.0;;trial_start;
SOFTCODE;2021-01-13 13:59:14.877958;;;1;
EVENT;2021-01-13 13:59:15.298831;20.421300000000002;;90;BNC1High
EVENT;2021-01-13 13:59:15.308805;20.4309;;91;BNC1Low
EVENT;2021-01-13 13:59:15.308805;20.431;;90;BNC1High
EVENT;2021-01-13 13:59:15.308805;20.4311;;91;BNC1Low
EVENT;2021-01-13 13:59:15.515253;20.6374;;95;Port1Out
EVENT;2021-01-13 13:59:15.553151;20.6755;;94;Port1In
TRANSITION;2021-01-13 13:59:15.553151;20.6755;;open_valve;
EVENT;2021-01-13 13:59:15.603018;20.7255;;158;Tup
END-TRIAL;2021-01-13 13:59:15.603018;;;The trial ended;
INFO;2021-01-13 13:59:15.603018;1200.462479;1221.187981;TRIAL-BPOD-TIME;20.725502000000006
STATE;2021-01-13 13:59:15.603018;0;20.0;ITI;20.0
STATE;2021-01-13 13:59:15.603018;20.0;20.6755;trial_start;0.6754999999999995
STATE;2021-01-13 13:59:15.603018;20.6755;20.7255;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:59:15.605031;;;New trial;
EVENT;2021-01-13 13:59:15.640487;0.030000000000000002;;95;Port1Out
EVENT;2021-01-13 13:59:15.726762;0.11660000000000001;;94;Port1In
EVENT;2021-01-13 13:59:15.972109;0.3608;;95;Port1Out
EVENT;2021-01-13 13:59:16.003027;0.3924;;94;Port1In
EVENT;2021-01-13 13:59:16.122226;0.511;;95;Port1Out
EVENT;2021-01-13 13:59:16.136188;0.5249;;94;Port1In
EVENT;2021-01-13 13:59:16.248887;0.6382;;95;Port1Out
EVENT;2021-01-13 13:59:16.272825;0.6618;;94;Port1In
EVENT;2021-01-13 13:59:16.393009;0.7823;;95;Port1Out
EVENT;2021-01-13 13:59:16.423436;0.8123;;94;Port1In
EVENT;2021-01-13 13:59:16.522681;0.9126000000000001;;95;Port1Out
EVENT;2021-01-13 13:59:16.572549;0.9620000000000001;;94;Port1In
EVENT;2021-01-13 13:59:16.675302;1.0643;;95;Port1Out
EVENT;2021-01-13 13:59:16.718158;1.1073;;94;Port1In
EVENT;2021-01-13 13:59:16.793987;1.1833;;95;Port1Out
EVENT;2021-01-13 13:59:16.846846;1.236;;94;Port1In
EVENT;2021-01-13 13:59:16.926602;1.3161;;95;Port1Out
EVENT;2021-01-13 13:59:16.988437;1.3786;;94;Port1In
EVENT;2021-01-13 13:59:17.077197;1.4661000000000002;;95;Port1Out
EVENT;2021-01-13 13:59:17.136040;1.5252000000000001;;94;Port1In
EVENT;2021-01-13 13:59:17.211837;1.6017000000000001;;95;Port1Out
EVENT;2021-01-13 13:59:17.275668;1.6653;;94;Port1In
EVENT;2021-01-13 13:59:17.357449;1.7474;;95;Port1Out
EVENT;2021-01-13 13:59:17.414296;1.8033000000000001;;94;Port1In
EVENT;2021-01-13 13:59:17.487101;1.8761;;95;Port1Out
EVENT;2021-01-13 13:59:17.547938;1.9368;;94;Port1In
EVENT;2021-01-13 13:59:17.647701;2.0371;;95;Port1Out
EVENT;2021-01-13 13:59:17.712527;2.1027;;94;Port1In
EVENT;2021-01-13 13:59:17.796274;2.1848;;95;Port1Out
EVENT;2021-01-13 13:59:17.848137;2.2375000000000003;;94;Port1In
EVENT;2021-01-13 13:59:17.935901;2.3251;;95;Port1Out
EVENT;2021-01-13 13:59:17.993746;2.3828;;94;Port1In
EVENT;2021-01-13 13:59:18.075528;2.4648000000000003;;95;Port1Out
EVENT;2021-01-13 13:59:18.136365;2.5257;;94;Port1In
EVENT;2021-01-13 13:59:18.222135;2.6112;;95;Port1Out
EVENT;2021-01-13 13:59:18.279981;2.6689000000000003;;94;Port1In
EVENT;2021-01-13 13:59:18.368744;2.7584;;95;Port1Out
EVENT;2021-01-13 13:59:18.429581;2.8194000000000004;;94;Port1In
EVENT;2021-01-13 13:59:18.521335;2.9107000000000003;;95;Port1Out
EVENT;2021-01-13 13:59:18.587159;2.9764;;94;Port1In
EVENT;2021-01-13 13:59:18.674924;3.0641000000000003;;95;Port1Out
EVENT;2021-01-13 13:59:18.733767;3.1233;;94;Port1In
EVENT;2021-01-13 13:59:18.843475;3.233;;95;Port1Out
EVENT;2021-01-13 13:59:18.905339;3.294;;94;Port1In
EVENT;2021-01-13 13:59:19.009031;3.3981000000000003;;95;Port1Out
EVENT;2021-01-13 13:59:19.066876;3.4558;;94;Port1In
EVENT;2021-01-13 13:59:19.164615;3.5545;;95;Port1Out
EVENT;2021-01-13 13:59:19.228446;3.6187;;94;Port1In
EVENT;2021-01-13 13:59:19.337155;3.7267;;95;Port1Out
EVENT;2021-01-13 13:59:19.411983;3.8008;;94;Port1In
EVENT;2021-01-13 13:59:19.693202;4.0822;;95;Port1Out
EVENT;2021-01-13 13:59:19.746060;4.135;;94;Port1In
EVENT;2021-01-13 13:59:19.853772;4.2428;;95;Port1Out
EVENT;2021-01-13 13:59:19.914609;4.3038;;94;Port1In
EVENT;2021-01-13 13:59:22.776955;7.166;;95;Port1Out
EVENT;2021-01-13 13:59:22.799893;7.1896;;94;Port1In
EVENT;2021-01-13 13:59:45.610890;30.0;;158;Tup
TRANSITION;2021-01-13 13:59:45.610890;30.0;;trial_start;
SOFTCODE;2021-01-13 13:59:45.610890;;;1;
EVENT;2021-01-13 13:59:46.039740;30.429100000000002;;90;BNC1High
EVENT;2021-01-13 13:59:46.049714;30.439;;91;BNC1Low
EVENT;2021-01-13 13:59:46.232226;30.6205;;95;Port1Out
EVENT;2021-01-13 13:59:46.285591;30.6749;;94;Port1In
TRANSITION;2021-01-13 13:59:46.285591;30.6749;;open_valve;
EVENT;2021-01-13 13:59:46.335458;30.7249;;158;Tup
END-TRIAL;2021-01-13 13:59:46.336456;;;The trial ended;
INFO;2021-01-13 13:59:46.336456;1221.195278;1251.920181;TRIAL-BPOD-TIME;30.72490300000004
STATE;2021-01-13 13:59:46.336456;0;30.0;ITI;30.0
STATE;2021-01-13 13:59:46.336456;30.0;30.6749;trial_start;0.6749000000000009
STATE;2021-01-13 13:59:46.336456;30.6749;30.7249;open_valve;0.05000000000000071
TRIAL;2021-01-13 13:59:46.350962;;;New trial;
EVENT;2021-01-13 13:59:46.365884;0.0098;;95;Port1Out
EVENT;2021-01-13 13:59:46.458641;0.1029;;94;Port1In
EVENT;2021-01-13 13:59:46.582310;0.2253;;95;Port1Out
EVENT;2021-01-13 13:59:46.597270;0.24070000000000003;;94;Port1In
EVENT;2021-01-13 13:59:46.720940;0.3649;;95;Port1Out
EVENT;2021-01-13 13:59:46.739889;0.38370000000000004;;94;Port1In
EVENT;2021-01-13 13:59:46.843612;0.48750000000000004;;95;Port1Out
EVENT;2021-01-13 13:59:46.885012;0.5289;;94;Port1In
EVENT;2021-01-13 13:59:46.986888;0.631;;95;Port1Out
EVENT;2021-01-13 13:59:47.023791;0.6675;;94;Port1In
EVENT;2021-01-13 13:59:47.104082;0.7476;;95;Port1Out
EVENT;2021-01-13 13:59:47.169412;0.8134;;94;Port1In
EVENT;2021-01-13 13:59:47.246207;0.8896000000000001;;95;Port1Out
EVENT;2021-01-13 13:59:47.254694;0.8987;;94;Port1In
EVENT;2021-01-13 13:59:47.268656;0.9123;;95;Port1Out
EVENT;2021-01-13 13:59:47.308549;0.9522;;94;Port1In
EVENT;2021-01-13 13:59:47.384346;1.0284;;95;Port1Out
EVENT;2021-01-13 13:59:47.439230;1.0826;;94;Port1In
EVENT;2021-01-13 13:59:47.516991;1.1608;;95;Port1Out
EVENT;2021-01-13 13:59:47.582845;1.2263000000000002;;94;Port1In
EVENT;2021-01-13 13:59:47.685541;1.3301;;95;Port1Out
EVENT;2021-01-13 13:59:47.725435;1.3699000000000001;;94;Port1In
EVENT;2021-01-13 13:59:47.803228;1.4464000000000001;;95;Port1Out
EVENT;2021-01-13 13:59:47.868053;1.5121;;94;Port1In
EVENT;2021-01-13 13:59:47.964794;1.6089;;95;Port1Out
EVENT;2021-01-13 13:59:48.025631;1.6698000000000002;;94;Port1In
EVENT;2021-01-13 13:59:48.115392;1.7592;;95;Port1Out
EVENT;2021-01-13 13:59:48.185205;1.8282;;94;Port1In
EVENT;2021-01-13 13:59:48.279952;1.9232;;95;Port1Out
EVENT;2021-01-13 13:59:48.346802;1.9905000000000002;;94;Port1In
EVENT;2021-01-13 13:59:48.435535;2.0798;;95;Port1Out
EVENT;2021-01-13 13:59:48.498367;2.1422;;94;Port1In
EVENT;2021-01-13 13:59:48.582143;2.2259;;95;Port1Out
EVENT;2021-01-13 13:59:48.639989;2.2835;;94;Port1In
EVENT;2021-01-13 13:59:48.725759;2.3691;;95;Port1Out
EVENT;2021-01-13 13:59:48.790585;2.4347000000000003;;94;Port1In
EVENT;2021-01-13 13:59:48.893311;2.5367;;95;Port1Out
EVENT;2021-01-13 13:59:48.952153;2.596;;94;Port1In
EVENT;2021-01-13 13:59:49.072831;2.7165;;95;Port1Out
EVENT;2021-01-13 13:59:49.128682;2.7724;;94;Port1In
EVENT;2021-01-13 13:59:49.239386;2.8837;;95;Port1Out
EVENT;2021-01-13 13:59:49.312191;2.9559;;94;Port1In
EVENT;2021-01-13 13:59:49.421897;3.0655;;95;Port1Out
EVENT;2021-01-13 13:59:49.485727;3.1295;;94;Port1In
EVENT;2021-01-13 13:59:49.591445;3.2352000000000003;;95;Port1Out
EVENT;2021-01-13 13:59:49.656305;3.2992000000000004;;94;Port1In
EVENT;2021-01-13 13:59:49.760991;3.4050000000000002;;95;Port1Out
EVENT;2021-01-13 13:59:49.821829;3.4659;;94;Port1In
EVENT;2021-01-13 13:59:49.938516;3.5827;;95;Port1Out
EVENT;2021-01-13 13:59:50.005337;3.6485000000000003;;94;Port1In
EVENT;2021-01-13 14:00:16.356863;30.0;;158;Tup
TRANSITION;2021-01-13 14:00:16.356863;30.0;;trial_start;
SOFTCODE;2021-01-13 14:00:16.356863;;;1;
EVENT;2021-01-13 14:00:16.781446;30.425600000000003;;90;BNC1High
EVENT;2021-01-13 14:00:16.791502;30.435200000000002;;91;BNC1Low
EVENT;2021-01-13 14:00:16.792470;30.4353;;90;BNC1High
EVENT;2021-01-13 14:00:16.792470;30.4354;;91;BNC1Low
EVENT;2021-01-13 14:00:17.017901;30.660700000000002;;95;Port1Out
EVENT;2021-01-13 14:00:17.061783;30.7054;;94;Port1In
TRANSITION;2021-01-13 14:00:17.061783;30.7054;;open_valve;
EVENT;2021-01-13 14:00:17.111649;30.7554;;158;Tup
END-TRIAL;2021-01-13 14:00:17.111649;;;The trial ended;
INFO;2021-01-13 14:00:17.112647;1251.940478;1282.695881;TRIAL-BPOD-TIME;30.755403000000115
STATE;2021-01-13 14:00:17.112647;0;30.0;ITI;30.0
STATE;2021-01-13 14:00:17.112647;30.0;30.7054;trial_start;0.7054000000000009
STATE;2021-01-13 14:00:17.112647;30.7054;30.7554;open_valve;0.05000000000000071
TRIAL;2021-01-13 14:00:17.113644;;;New trial;
EVENT;2021-01-13 14:00:17.149555;0.0302;;95;Port1Out
EVENT;2021-01-13 14:00:17.229501;0.11040000000000001;;94;Port1In
EVENT;2021-01-13 14:00:17.474534;0.35600000000000004;;95;Port1Out
